No.,Reaction number in iLL672,ORF,glucose(aerobe),glucose (anaerobe),galactose,glycerol,ethanol,Plate,row,col,ORF,gene name(s),brief id 
4547,    'not included in iLL672',YGL135W,,,0,0,0,48,D,12,YGL135W,,
4548,    'not included in iLL672',YGL136C,,,,,,48,E,1,YGL136C,,
4549,    'not included in iLL672',YGL138C,,,,,,48,E,2,YGL138C,,
4550,    'not included in iLL672',YGL139W,,,,,,48,E,3,YGL139W,,
4551,    'not included in iLL672',YGL140C,,,,,,48,E,4,YGL140C,,
4552,    'not included in iLL672',YGL141W,,,,,,48,E,5,YGL141W,,
4553,    'not included in iLL672',YGL143C,,,,,,48,E,6,YGL143C,,
4554,    'not included in iLL672',YGL144C,,,,,,48,E,7,YGL144C,,
4555,    'not included in iLL672',YGL146C,,,,,,48,E,8,YGL146C,,
4556,    'not included in iLL672',YGL147C,,,,,,48,E,9,YGL147C,,
4557,    'part of iLL672',YGL148W,0,0,0,0,0,48,E,10,YGL148W,,
4558,    'not included in iLL672',YGL149W,,,,,,48,E,11,YGL149W,,
4559,    'not included in iLL672',YGL151W,,,,,,48,E,12,YGL151W,,
4560,    'not included in iLL672',YGL152C,,,,,,48,F,1,YGL152C,,
4561,    'not included in iLL672',YGL153W,,,,,,48,F,2,YGL153W,,
4562,    'part of iLL672',YGL154C,0,0,0,0,0,48,F,3,YGL154C,,
4563,    'not included in iLL672',YGL156W,,,,,,48,F,4,YGL156W,,
4564,    'not included in iLL672',YGL157W,,,,,,48,F,5,YGL157W,,
4565,    'not included in iLL672',YGL158W,,,,,,48,F,6,YGL158W,,
4566,    'not included in iLL672',YGL159W,,,,,,48,F,7,YGL159W,,
4567,    'not included in iLL672',YGL160W,,,,,,48,F,8,YGL160W,,
4568,    'not included in iLL672',YGL161C,,,,,,48,F,9,YGL161C,,
4569,    'not included in iLL672',YGL162W,,,,,,48,F,10,YGL162W,,
4570,    'not included in iLL672',YGL163C,,,,,,48,F,11,YGL163C,,
4571,    'not included in iLL672',YGL164C,,,,,,48,F,12,YGL164C,,
4572,    'not included in iLL672',YGL165C,,,,,,48,G,1,YGL165C,,
4573,    'not included in iLL672',YGL166W,,,,,,48,G,2,YGL166W,,
4574,    'not included in iLL672',YGL167C,,,,,,48,G,3,YGL167C,,
4575,    'not included in iLL672',YGL168W,,,,,,48,G,4,YGL168W,,
4576,    'not included in iLL672',YGL170C,,,,,,48,G,5,YGL170C,,
4577,    'not included in iLL672',YGL173C,,,,,,48,G,6,YGL173C,,
4578,    'not included in iLL672',YGL174W,,,,,,48,G,7,YGL174W,,
4579,    'not included in iLL672',YGL175C,,,,,,48,G,8,YGL175C,,
4580,    'not included in iLL672',YGL176C,,,,,,48,G,9,YGL176C,,
4581,    'not included in iLL672',YGL177W,,,,,,48,G,10,YGL177W,,
4582,    'not included in iLL672',YGL179C,,,,,,48,G,11,YGL179C,,
4583,    'not included in iLL672',YGL180W,,,,,,48,G,12,YGL180W,,
4584,    'not included in iLL672',YGL181W,,,,,,48,H,1,YGL181W,,
4585,    'not included in iLL672',YGL194C,,,,,,48,H,2,YGL194C,"HOS2, RTL1","(putative) histone deacetylase, chromatin architecture*, histone deacetylase, histone deacetylase complex"
4586,    'not included in iLL672',YGL195W,,,,,,48,H,3,YGL195W,GCN1,translational activator of GCN4 through activation of GCN2 in response to starvation 
4587,    'not included in iLL672',YGL196W,,,,,,48,H,4,YGL196W,,"biological_process unknown, molecular_function unknown, "
4588,    'not included in iLL672',YGL197W,,,,,,48,H,5,YGL197W,MDS3,"negative regulator of early meiotic genes, meiosis,"
4589,    'not included in iLL672',YGL198W,,,,,,48,H,6,YGL198W,,"biological_process unknown, molecular_function unknown, "
4590,    'not included in iLL672',YGL200C,,,,,,48,H,7,YGL200C,EMP24,"type I transmemebrane protein, component of COPII-coated, ER-derived transport vesicles "
4591,    'part of iLL672',YGL202W,,,,,,48,H,8,YGL202W,ARO8,aromatic amino acid aminotransferase 
4592,    'not included in iLL672',YGL203C,,,,,,48,H,9,YGL203C,KEX1,"carboxypeptidase B-like processing protease,carboxypeptidase D, "
4593,    'part of iLL672',YGL205W,,,,,,48,H,10,YGL205W,"POX1, FOX1","fatty-acyl coenzyme A oxidase, fatty acid beta-oxidation, acyl-CoA oxidase, peroxisomal matrix"
4594,    'not included in iLL672',YGL206C,,,0,m,0,48,H,11,YGL206C,CHC1,presumed vesicle coat protein 
4595,    'not included in iLL672',YGL208W,,,,,,48,H,12,YGL208W,"SIP2, SPM2","component of Snf1 protein complex involved in response to glucose starvation, transcription,"
4596,    'not included in iLL672',YGL209W,,,,,,49,A,1,YGL209W,"MIG2, MLZ1","Protein containing zinc fingers very similar to zinc fingers in Mig1p, transcription regulation from Pol II promoter*, transcription co-repressor*, nucleus"
4597,    'not included in iLL672',YGL210W,,,,,,49,A,2,YGL210W,YPT32,"ras-like GTPase, highly homologous to YPT31 "
4598,    'not included in iLL672',YGL211W,,,,,,49,A,3,YGL211W,,"biological_process unknown, molecular_function unknown, "
4599,    'not included in iLL672',YGL212W,,,,,,49,A,4,YGL212W,VAM7,"hydrophilic protein, heptad repeat motif, non-selective vesicle fusion*, v-SNARE, Golgi-vacuole transport vesicle"
4600,    'not included in iLL672',YGL213C,,,,,,49,A,5,YGL213C,"SKI8, REC103","antiviral protein, mRNA is induced early in meiosis, mRNA catabolism,"
4601,    'not included in iLL672',YGL215W,,,,,,49,A,6,YGL215W,CLG1,"cyclin-like protein that interacts with Pho85, cell cycle,"
4602,    'not included in iLL672',YGL216W,,,,,,49,A,7,YGL216W,KIP3,"kinesin-related protein involved in mitosis, nuclear migration (sensu Saccharomyces)*, microtubule motor, cytoplasmic microtubule*"
4603,    'not included in iLL672',YGL220W,,,0,0,0,49,A,8,YGL220W,,"biological_process unknown, molecular_function unknown, "
4604,    'not included in iLL672',YGL221C,,,,,,49,A,9,YGL221C,NIF3,"similar to Listeria monocytogenes major sigma factor (rpoD gene product), biological_process unknown, molecular_function unknown, "
4605,    'not included in iLL672',YGL222C,,,,,,49,A,10,YGL222C,EDC1,"Enhancer of mRNA Decapping, mRNA processing, molecular_function unknown, "
4606,    'not included in iLL672',YGL223C,,,0,,0,49,A,11,YGL223C,,"biological_process unknown, molecular_function unknown, "
4607,    'not included in iLL672',YGL224C,,,,,,49,A,12,YGL224C,,"biological_process unknown, molecular_function unknown, "
4608,    'not included in iLL672',YGL226C-A,,,,,,49,B,1,YGL226C-A,OST5,"9.5-kDa zeta subunit of oligosaccharyltransferase complex,dolichyl-diphosphooligosaccharide-protein glycosyltransferase, "
4609,    'not included in iLL672',YGL226W,,,,,,49,B,2,YGL226W,,"biological_process unknown, molecular_function unknown, "
4610,    'not included in iLL672',YGL227W,,,,,,49,B,3,YGL227W,VID30,"TOR inhibitory protein, similar to Dictyostelium discoideum non-receptor tyrosine kinase,molecular_function unknown, "
4611,    'not included in iLL672',YGL228W,,,,,,49,B,4,YGL228W,SHE10,"lethal when overexpressed, biological_process unknown,"
4612,    'not included in iLL672',YGL229C,,,,,,49,B,5,YGL229C,SAP4,"Sit4 protein phosphatase-associated protein, G1/S transition of mitotic cell cycle, protein serine/threonine phosphatase, cytoplasm"
4613,    'not included in iLL672',YGL230C,,,,,,49,B,6,YGL230C,,"biological_process unknown, molecular_function unknown, "
4614,    'not included in iLL672',YGL231C,,,,,,49,B,7,YGL231C,,"biological_process unknown, molecular_function unknown, "
4615,    'not included in iLL672',YGL232W,,,,,,49,B,8,YGL232W,,"biological_process unknown, molecular_function unknown, "
4616,    'part of iLL672',YGL234W,0,0,0,0,0,49,B,9,YGL234W,"ADE5, 7","glycinamide ribotide synthetase and aminoimidazole ribotide synthetase,phosphoribosylformylglycinamidine cyclo-ligase,"
4617,    'not included in iLL672',YGL236C,,,,,,49,B,10,YGL236C,"MTO1, IPS1","Mitochondrial Translation Optimization; Strong similarity to E. coli GidA, protein biosynthesis, molecular_function unknown, mitochondrion"
4618,    'not included in iLL672',YGL237C,,,,,0,49,B,11,YGL237C,HAP2,transcriptional activator protein of CYC1 
4619,    'not included in iLL672',YGL240W,,,0,0,0,49,B,12,YGL240W,"DOC1, APC10","component of the anaphase-promoting complex, ubiquitin-dependent protein degradation*, enzyme activator, anaphase-promoting complex"
4620,    'not included in iLL672',YGL241W,,,,,,49,C,1,YGL241W,KAP114,Kap114p 
4621,    'not included in iLL672',YGL242C,,,,,,49,C,2,YGL242C,,"biological_process unknown, molecular_function unknown, "
4622,    'not included in iLL672',YGL243W,,,,,,49,C,3,YGL243W,TAD1,"tRNA-specific adenosine deaminase 1 (TAD1); Tad1p scADAT1, tRNA processing,"
4623,    'not included in iLL672',YGL244W,,,,,,49,C,4,YGL244W,"RTF1, CSL3","Nuclear protein, transcription,"
4624,    'not included in iLL672',YGL246C,,,, , ,49,C,5,YGL246C,RAI1,"biological_process unknown, molecular_function unknown, "
4625,    'part of iLL672',YGL248W,,,,,,49,C,6,YGL248W,PDE1,"3',5'-Cyclic-nucleotide phosphodiesterase, low affinity,3',5'-cyclic-nucleotide phosphodiesterase, "
4626,    'not included in iLL672',YGL249W,,,,,,49,C,7,YGL249W,ZIP2,"involved in meiotic recombination and disjunction, synaptonemal complex formation,synaptonemal complex"
4627,    'not included in iLL672',YGL250W,,,,,,49,C,8,YGL250W,,"biological_process unknown, molecular_function unknown, "
4628,    'not included in iLL672',YGL251C,,,,,,49,C,9,YGL251C,"HFM1, MER3","C4 zinc finger DNA-binding protein of low sequence specificity in vitro; Probable 119 kD DNA RNA helicase family member, biological_process unknown,"
4629,    'not included in iLL672',YGL252C,,,,,  m,49,C,10,YGL252C,RTG2,"involved in interorganelle communication between mitochondria, peroxisomes, and nucleus,molecular_function unknown, "
4630,    'part of iLL672',YGL253W,,,,,,49,C,11,YGL253W,"HXK2, HEX1, HKB, SCI2","Hexokinase II (PII) (also called Hexokinase B), glycolysis*, hexokinase, cytosol"
4631,    'not included in iLL672',YGL254W,,,,,,49,C,12,YGL254W,"FZF1, NRC299, RSU1","putative transcription factor, has five zinc fingers"
4632,    'not included in iLL672',YGL255W,,,,,,49,D,1,YGL255W,ZRT1,"high-affinity zinc transport protein, high-affinity zinc ion transport, high affinity zinc uptake transporter, "
4633,    'part of iLL672',YGL256W,,,,,,49,D,2,YGL256W,"ADH4, NRC465","alcohol dehydrogenase isoenzyme IV,acylglycerone-phosphate reductase,"
4634,    'not included in iLL672',YGL257C,,,,,,49,D,3,YGL257C,MNT2,"alpha-1,3-mannosyltransferase, O-linked glycosylation, alpha-1,3-mannosyltransferase, cellular_component unknown"
4635,    'not included in iLL672',YGL258W,,,,,,49,D,4,YGL258W,,"biological_process unknown, molecular_function unknown, "
4636,    'not included in iLL672',YGL259W,,,,,,49,D,5,YGL259W,YPS5,"GPI-anchored aspartic protease,aspartic-type endopeptidase, "
4637,    'not included in iLL672',YGL260W,,,,,,49,D,6,YGL260W,,"biological_process unknown, molecular_function unknown, "
4638,    'not included in iLL672',YGL261C,,,,,,49,D,7,YGL261C,,"biological_process unknown, molecular_function unknown, "
4639,    'not included in iLL672',YGL262W,,,,,,49,D,8,YGL262W,,"biological_process unknown, molecular_function unknown, "
4640,    'not included in iLL672',YGL263W,,,,,,49,D,9,YGL263W,COS12,"similar to subtelomerically-encoded proteins, biological_process unknown, molecular_function unknown, "
4641,    'not included in iLL672',YGR001C,,,,,,49,D,10,YGR001C,,"biological_process unknown, molecular_function unknown, "
4642,    'not included in iLL672',YGR003W,,,,,,49,D,11,YGR003W,,"biological_process unknown, molecular_function unknown, "
4643,    'not included in iLL672',YGR004W,,,,,,49,D,12,YGR004W,,"biological_process unknown, molecular_function unknown, "
4644,    'not included in iLL672',YGR006W,,,,,,49,E,1,YGR006W,PRP18,"RNA splicing factor associated with U5 snRNP, mRNA splicing,"
4645,    'part of iLL672',YGR007W,,,,,,49,E,2,YGR007W,"MUQ1, ECT1","choline phosphate cytidylyltransferase (also called phosphoethanolamine cytidylyltransferase or phosphocholine cytidylyltransferase),cholinephosphate cytidylyltransferase,"
4646,    'not included in iLL672',YGR008C,,,,,,49,E,3,YGR008C,STF2,"ATPase stabilizing factor, ATP synthesis coupled proton transport, molecular_function unknown, hydrogen-transporting ATP synthase"
4647,    'part of iLL672',YGR010W,,,,,,49,E,4,YGR010W,,"biological_process unknown, molecular_function unknown, "
4648,    'part of iLL672',YGR012W,,,,,,49,E,5,YGR012W,, 
4649,    'not included in iLL672',YGR014W,,,,,,49,E,6,YGR014W,MSB2,"putative integral membrane protein, establishment of cell polarity (sensu Saccharomyces), molecular_function unknown, integral plasma membrane protein"
4650,    'not included in iLL672',YGR015C,,,,,,49,E,7,YGR015C,,"biological_process unknown, molecular_function unknown, "
4651,    'not included in iLL672',YGR016W,,,,,,49,E,8,YGR016W,,"biological_process unknown, molecular_function unknown, "
4652,    'not included in iLL672',YGR017W,,,,,,49,E,9,YGR017W,,"biological_process unknown, molecular_function unknown, "
4653,    'part of iLL672',YGR019W,,,,,,49,E,10,YGR019W,UGA1,"gamma-aminobutyrate (GABA) transaminase (4-aminobutyrate aminotransferase),4-aminobutyrate aminotransferase, "
4654,    'not included in iLL672',YGR020C,,,,,,49,E,11,YGR020C,VMA7,"vacuolar ATPase V1 domain subunit F (14 kDa), vacuolar acidification, hydrogen-transporting two-sector ATPase, hydrogen-transporting ATPase V1 domain"
4655,    'not included in iLL672',YGR021W,,,,,,49,E,12,YGR021W,,"biological_process unknown, molecular_function unknown, "
4656,    'not included in iLL672',YGR023W,,,,,,49,F,1,YGR023W,MTL1,"acts in concert with Mid2p to transduce cell wall stress signals,molecular_function unknown, "
4657,    'not included in iLL672',YGR026W,,,,,,49,F,2,YGR026W,,"biological_process unknown, molecular_function unknown, "
4658,    'not included in iLL672',YGR027C,,,,,,49,F,3,YGR027C,"RPS25A, RPS31A","Ribosomal protein S25A (S31A) (rp45) (YS23), protein biosynthesis, structural protein of ribosome, cytosolic small ribosomal (40S)-subunit"
4659,    'not included in iLL672',YGR031W,,,,,,49,F,4,YGR031W,,"biological_process unknown, molecular_function unknown, "
4660,    'not included in iLL672',YGR033C,,,,,,49,F,5,YGR033C,,"biological_process unknown, molecular_function unknown, "
4661,    'not included in iLL672',YGR034W,,,,,,49,F,6,YGR034W,RPL26B,"Ribosomal protein L26B (L33B) (YL33), protein biosynthesis, structural protein of ribosome*, cytosolic large ribosomal (60S)-subunit"
4662,    'not included in iLL672',YGR035C,,,,,,49,F,7,YGR035C,,"biological_process unknown, molecular_function unknown, "
4663,    'not included in iLL672',YGR036C,,,,,,49,F,8,YGR036C,"CAX4, CWH8","CAX4p contains 3 short stretches of amino acids that are characteristic for a wide variety of phosphatases, including lipid phosphatases and a protein phosphatase.,molecular_function unknown,"
4664,    'part of iLL672',YGR037C,,,,,,49,F,9,YGR037C,ACB1,"Acyl-CoA-binding protein (ACBP) Diazepam binding inhibitor (DBI) endozepine (EP), fatty acid metabolism, acyl-CoA binding, cellular_component unknown"
4665,    'not included in iLL672',YGR039W,,,,,,49,F,10,YGR039W,,"biological_process unknown, molecular_function unknown, "
4666,    'not included in iLL672',YGR041W,,,,,,49,F,11,YGR041W,BUD9,"involved in bud-site selection, polar budding, molecular_function unknown, cell"
4667,    'not included in iLL672',YGR042W,,,,,,49,F,12,YGR042W,,"biological_process unknown, molecular_function unknown, "
4668,    'part of iLL672',YGR043C,,,,,,49,G,1,YGR043C,,transaldolase 
4669,    'not included in iLL672',YGR044C,,,,,,49,G,2,YGR044C,"RME1, CSP1","zinc finger protein; negative regulator of meiosis; directly repressed by a1-a2 regulator, meiosis, transcription factor,"
4670,    'not included in iLL672',YGR045C,,,,,,49,G,3,YGR045C,,"biological_process unknown, molecular_function unknown, "
4671,    'not included in iLL672',YGR049W,,,,,,49,G,4,YGR049W,SCM4,"suppressor of cdc4 mutations, cell cycle,"
4672,    'not included in iLL672',YGR051C,,,,,,49,G,5,YGR051C,,"biological_process unknown, molecular_function unknown, "
4673,    'not included in iLL672',YGR052W,,,,,,49,G,6,YGR052W,,"biological_process unknown, molecular_function unknown, "
4674,    'not included in iLL672',YGR054W,,,,,,49,G,7,YGR054W,,"biological_process unknown, molecular_function unknown, "
4675,    'part of iLL672',YGR055W,,,,,,49,G,8,YGR055W,MUP1,"high affinity methionine permease, sulfur amino acid transport, L-methionine porter, integral plasma membrane protein"
4676,    'not included in iLL672',YGR056W,,,,,,49,G,9,YGR056W,RSC1,"Member of RSC complex, chromatin modeling, molecular_function unknown, nucleosome remodeling complex"
4677,    'not included in iLL672',YGR057C,,,,,,49,G,10,YGR057C,LST7,"involved in transport of nitrogen-regulated permeases,molecular_function unknown, "
4678,    'not included in iLL672',YGR058W,,,,,,49,G,11,YGR058W,,"biological_process unknown, molecular_function unknown, "
4679,    'not included in iLL672',YGR059W,,,,,,49,G,12,YGR059W,SPR3,"septin protein involved in sporulation, cell wall organization and biogenesis*, structural protein of cytoskeleton, septin ring (sensu Saccharomyces)*"
4680,    'part of iLL672',YGR061C,0,0,0,0,0,49,H,1,YGR061C,ADE6,"5'-phosphoribosylformyl glycinamidine synthetase,phosphoribosylformylglycinamidine synthase, "
4681,    'not included in iLL672',YGR062C,,,0,0,0,49,H,2,YGR062C,COX18,"required for mitochondrial cytochrome oxidase activity, cytochrome c oxidase biogenesis, molecular_function unknown, mitochondrial membrane"
4682,    'not included in iLL672',YGR064W,,,,,,49,H,3,YGR064W,,"biological_process unknown, molecular_function unknown, "
4683,    'not included in iLL672',YGR066C,,,,,,49,H,4,YGR066C,,"biological_process unknown, molecular_function unknown, "
